movie_id,genre_id,popularity
268,28,19.10673
274,53,4.307222
408,10751,16.263878
10020,10402,23.433511
10895,10751,14.202284
114,35,13.348451
41043,14,0.345748
576,37,11.722424
15477,53,3.40523
59146,10749,0.088451
30528,10749,2.47308
7300,10749,7.009946
10824,27,4.983552
261246,18,1.461029
275,53,12.61469
25059,10751,14.657754
11827,878,7.640073
8766,878,5.263187
23570,10749,8.174116
47333,10749,2.420301
54850,53,0.618066
51242,10769,1.306628
10112,12,9.834047
4307,10749,2.286788
46029,10749,1.620174
32308,10751,5.174212
88893,99,0.736081
52873,18,0.516924
340210,18,0.793932
44281,18,1.983301
28121,10749,2.256747
12520,18,4.619915
1592,53,10.326213
36447,10749,1.67218
19042,14,5.028897
38884,10749,6.144235
47449,35,0.466476
36259,10751,2.583686
41852,18,6.207993
40926,53,0.319215
9099,10751,5.70904
2021,10749,1.523446
61752,35,4.405169
10988,53,4.530079
11479,10751,4.728163
398959,18,0.149157
287305,35,0.066123
339428,35,0.002229
12652,10749,1.784647
10684,10752,11.595316
954,53,15.793477
68445,35,0.494977
18989,10749,2.337263
10801,35,0.821299
54285,53,0.396626
8840,14,23.63659
278978,18,0.439989
124625,18,0.622885
11107,35,3.09233
16417,35,1.558066
10363,53,3.804493
161070,18,0.987434
10539,10751,13.217623
10543,10749,6.954926
18414,35,2.299851
47502,18,1.296862
11902,35,14.587894
27098,10749,3.582047
25087,53,3.085207
5801,18,3.900709
896,18,2.381806
3065,878,2.985163
2300,14,11.054251
8069,878,14.304205
288173,18,0.062388
187851,878,0.466991
27768,53,0.459376
221917,10749,0.117662
8072,9648,4.658149
35797,18,2.272213
88030,10769,0.18343
83857,53,0.400023
33245,18,2.791667
124460,10749,0.487357
27281,10751,4.357971
40001,18,9.1861
29621,53,1.899069
117730,10769,0.71066
20762,53,10.68537
37144,53,1.217249
48260,53,0.877853
12656,53,10.298582
38867,10749,1.099187
25969,10749,2.25008
44103,36,0.755047
753,18,7.918418
43634,9648,1.579153
9103,12,7.941972
90214,10749,0.947007
29649,18,1.231692
10990,53,5.79463
8866,10749,5.121203
12233,10751,10.813579
23449,35,1.940747
36355,10751,4.557006
37667,10749,1.926109
90148,18,0.709209
922,37,6.505272
11876,10749,1.690768
52633,18,6.035166
62364,10769,1.133409
11687,878,7.326169
9304,878,8.768806
73183,99,0.037443
131232,10769,0.003949
9100,53,12.860385
20759,18,3.321765
46063,53,1.196686
32513,10749,1.92386
40651,18,0.543042
36915,53,9.264679
40507,53,0.343579
9802,53,13.249824
25697,35,0.746662
21588,35,6.247819
664,18,8.739144
11867,878,5.877599
47119,18,0.125882
314352,35,0.652621
9323,878,10.686166
10280,53,4.856229
10535,35,8.202057
124613,18,0.594716
532,35,6.796858
26744,80,4.386329
16299,10751,1.751457
10547,53,6.497591
245268,10752,0.068254
935,10752,9.80398
55613,14,0.160571
41007,10749,0.851078
35645,18,5.508101
110465,12,1.048075
255546,99,0.146287
40751,28,5.215992
85778,99,0.001608
11101,10752,7.667284
9826,28,8.079541
9879,80,11.341502
63564,35,1.427756
22621,10749,0.889498
7095,878,6.287245
26890,18,2.771201
46732,10751,0.365418
124633,18,0.099602
202425,10749,0.514363
77771,10749,0.043903
181083,18,0.049573
41225,27,1.794298
87190,10752,0.837911
627,80,19.348466
32872,10749,2.700061
602,878,17.634197
14553,10749,6.418805
9566,53,12.202063
10545,10751,13.553999
9894,53,7.586577
11543,35,11.633347
9268,53,6.919314
52059,99,0.10705
9327,878,9.651581
123763,10769,0.202495
81949,10752,0.826372
44535,18,0.970688
44495,18,0.147662
78285,35,0.573423
11228,53,11.995799
10779,35,12.09096
26748,10749,9.069963
38223,10751,4.086563
9294,878,5.575992
49963,10749,0.913281
11363,10749,10.827266
1645,53,13.309013
31546,18,7.031279
77056,35,0.227128
36344,12,2.318141
18550,53,3.906949
11511,10751,8.962892
34170,35,3.521921
109478,53,0.926867
124645,18,0.145092
12606,35,9.898696
69895,35,0.036699
35206,18,1.116063
151489,18,0.270432
4837,10749,1.683348
12632,10769,0.000578
9098,10769,1.165202
282919,18,0.106345
124614,53,1.606957
18975,14,7.523528
11962,10402,9.490858
2925,35,10.177303
28628,35,0.940228
3595,53,8.772188
9308,35,4.220058
92381,35,0.879852
18555,53,3.186891
12123,53,15.874491
10830,14,10.034915
3573,10749,6.593011
10546,53,6.554679
18862,10751,12.297782
31417,53,9.935891
9431,35,3.450402
124619,18,0.042365
46986,10749,1.663948
144982,18,0.404501
47907,18,1.19589
10061,53,12.229381
36266,18,1.781952
549,36,4.797674
10478,10749,6.24966
66634,10402,0.124273
116690,18,0.969254
213917,18,0.629807
238,80,41.109264
159,18,8.593319
11134,53,6.751864
88224,35,1.143656
132641,18,0.619388
9303,53,12.449574
23945,10751,3.714049
37820,18,0.913987
22479,80,5.130136
9054,10751,2.289647
241058,35,0.14315
11985,18,1.404588
10232,18,0.364246
59569,18,0.705136
410921,18,0.001771
38955,80,1.262539
110513,18,0.635669
114089,18,0.109406
11015,53,7.699967
9306,878,12.725343
12559,10751,6.510437
58770,53,9.028947
3587,10751,2.523605
10723,53,7.859132
56077,10752,0.978989
19004,10751,6.372442
253632,53,0.437895
10987,53,8.768288
44705,10749,4.69668
20318,36,6.038784
43596,10749,0.472479
79782,10749,0.14713
26933,10749,2.115268
27854,53,14.373861
981,10749,8.888069
872,10749,11.064858
2769,10749,5.565203
13320,10749,5.461487
164,10749,10.879289
426,53,18.20822
567,53,17.911314
3078,10749,6.465257
13528,80,14.545058
28288,10749,2.863935
213,53,12.410427
284,10749,11.994281
239,10749,11.845107
4808,53,7.098731
289,10749,13.916101
963,53,5.782544
11113,10749,12.494394
6620,10749,7.359741
804,10749,11.954806
26531,10751,5.640722
909,10749,7.331511
630,14,22.064932
770,10752,14.240357
31044,18,2.923672
599,18,11.709777
15,18,15.811921
62,12,22.494622
121357,10749,0.949155
705,18,12.06308
22490,18,5.076649
223,9648,8.590813
25670,10752,9.955445
303,10749,10.135111
4174,53,5.47596
8356,10749,9.813419
381,53,5.490505
20758,10749,2.469167
29376,10402,3.573935
1859,10749,5.120036
18299,10749,8.196679
17281,10749,10.36311
64382,10749,1.954175
10907,10749,10.685036
32093,37,7.431939
1939,9648,9.884516
22292,9648,3.008607
3598,9648,3.166544
3080,10749,7.122093
198,10752,7.274948
13562,10749,5.480098
1712,37,10.864284
220,18,6.42883
3529,9648,10.573867
3085,18,9.88321
2897,10749,6.164226
1585,14,15.031588
3083,18,8.168694
900,10749,6.60577
43795,10749,2.446972
85638,18,0.284522
50001,10749,0.264695
43905,18,1.831221
22688,10749,0.594433
23114,10751,4.709847
26378,9648,1.758391
40206,10749,0.896505
22356,37,8.08426
260,9648,5.865697
43488,18,8.85591
22613,37,1.450989
10331,27,14.384198
488,10749,6.636872
22733,10749,2.001733
261,10749,11.794846
57575,18,0.912955
32574,10749,10.750619
22657,10749,0.348765
76464,35,0.367546
22649,10752,2.411191
176841,9648,0.283269
125587,18,0.064512
39448,10769,1.060097
52855,18,1.463219
39940,10749,8.500509
85328,18,0.537795
124632,10751,0.00264
11076,10751,5.511155
63945,10749,1.262649
58985,10402,9.364418
890,18,0.751733
10861,53,7.370163
1770,53,6.728199
44465,53,6.746475
2033,10749,1.226688
18203,18,2.702973
9333,53,11.845918
47260,53,1.625873
9400,80,6.85606
9401,80,4.989276
12241,53,2.781581
25739,35,0.000308
11306,53,4.990506
9625,53,5.918737
10680,10751,5.511475
6346,18,3.998494
18660,10751,4.040945
35115,37,5.497359
14821,10751,7.151691
14136,14,10.091707
10869,14,4.914603
22660,37,12.887829
19186,10751,5.807074
31102,12,3.254308
6878,10751,7.186506
15944,10751,3.404213
18444,10751,4.623089
20723,35,2.803679
173,878,8.722406
864,35,8.30721
24795,10751,10.892812
11224,10749,14.436858
81310,10402,1.054814
15947,10402,8.702472
9078,10751,10.636458
29682,10751,0.901443
8367,12,10.639244
433,14,15.11549
11360,10751,14.655879
11114,10751,7.644722
12335,10402,10.362012
12092,14,16.488937
10948,10751,10.197106
11229,53,7.088533
15121,10749,9.06773
562,53,16.640522
10163,878,6.685948
48862,10749,5.52185
117036,99,0.001177
47199,53,2.943911
11159,18,11.223572
9591,18,8.685761
30500,10749,3.263681
41843,10749,2.167132
55058,10749,0.453988
10938,10749,5.766163
11412,53,14.482345
10586,12,10.789928
42314,99,2.653817
27845,18,3.464286
108365,18,0.4319
23223,18,0.881187
49471,18,5.230661
38153,53,3.733574
25147,10749,3.379677
9716,10749,9.649113
43777,10749,0.401227
454,10749,11.774061
10218,10749,6.578025
819,53,9.198283
38191,18,2.35809
56830,18,0.271674
11238,10751,8.654244
27256,9648,0.757337
31530,10749,3.786353
66473,10749,1.685981
28120,53,3.770441
1834,53,3.433265
26282,10749,1.715751
37218,28,0.347124
252,14,12.416635
116356,10749,0.297781
16372,27,7.667964
11561,878,6.048904
11302,35,4.331819
623,80,11.400353
583,35,10.714173
12614,10749,5.378996
21711,18,11.862375
11575,35,4.473327
475,18,12.109198
11331,18,1.728104
521,53,7.853231
88,10749,14.044122
500,53,12.22034
792,28,18.206972
8491,35,8.051891
402,9648,16.628427
10537,10402,7.829619
11386,53,7.404329
9504,9648,6.792215
15764,10749,15.417202
601,14,19.358546
67365,35,0.617014
25842,10751,1.896952
2119,12,7.046753
744,10752,20.301019
136311,35,0.51063
221,18,10.968169
702,18,7.301719
25750,27,7.97048
17642,99,0.002079
427043,35,0.001193
146341,18,0.564117
9305,99,10.793031
37616,35,1.669597
11112,35,3.277612
21612,18,2.772039
141210,27,0.135596
102461,18,1.813577
36998,18,2.887239
200383,37,2.753163
116844,18,0.587824
1630,18,9.178371
26626,35,10.738755
124837,99,0.112669
11816,18,12.252186
11843,80,6.501177
10379,10751,7.88101
2756,878,9.809585
790,27,9.194572
1103,28,10.124544
11298,27,6.715512
4480,18,4.883274
4481,18,5.939394
49688,18,0.149107
10765,35,11.431866
762,14,10.43389
44497,18,1.068288
278621,18,0.104276
99479,18,0.051135
55049,80,1.163947
124829,99,0.001663
79306,99,0.001223
10548,99,3.60795
531,10751,7.771233
104931,99,0.441965
4483,10749,1.233692
18919,14,1.892008
31556,53,2.3353
26167,80,10.091381
26174,80,4.237738
61461,18,0.412633
117500,18,0.206154
127973,35,0.52878
659,10752,5.614456
30892,35,2.186663
86369,35,0.400813
8074,18,7.273791
124676,18,0.001287
38554,35,1.952957
49763,27,2.661026
41326,99,0.075885
36555,28,1.567945
10608,18,3.041772
11216,10749,14.177005
7452,18,5.970136
64567,35,0.665616
892,14,12.565447
1600,53,9.661817
26561,18,2.400185
975,10752,8.548518
18129,18,10.809693
54405,10769,0.003977
150823,37,0.112249
409,10752,15.564161
38251,10752,5.557759
10161,18,5.841931
1412,18,12.293656
41768,18,5.367604
10409,10749,3.233531
14285,80,5.070224
2469,10749,10.788319
10174,10402,1.325299
31225,99,4.101295
510,18,35.529554
11455,35,7.194364
1891,878,19.470959
2493,10749,15.15267
85,28,19.901576
68,878,9.837287
679,878,21.761179
429,37,16.788787
13446,18,14.316459
389,18,16.503959
947,10752,10.893332
185,18,17.112594
595,18,14.284787
28,10752,13.5963
335,37,15.589351
1892,878,14.586087
144,10749,6.357321
1092,9648,8.513889
769,80,15.424092
348,878,23.37742
766,35,10.704612
175,10749,13.503815
11645,36,12.250232
10835,53,8.019837
539,53,36.826309
525,80,10.076901
240,80,36.629307
600,10752,13.94148
530,10751,7.617298
10705,10749,7.307967
279,10402,12.677592
3109,10749,8.762386
311,80,32.182851
1578,18,8.868558
703,10749,18.146043
9549,36,14.902397
1398,53,7.787515
387,12,8.80338
9277,18,12.016821
343,10749,10.878112
37291,35,4.085688
490,18,6.47828
11235,18,10.636074
218,878,19.293562
763,35,13.645568
9665,10752,7.521346
18971,18,5.088457
696,10749,12.050759
379,80,7.495853
207,18,19.905716
37247,18,12.057829
1480,80,9.665347
9322,53,6.586401
826,10752,8.851646
422,18,6.747516
829,53,12.29227
828,53,9.360003
3090,37,8.070589
9964,878,7.409599
3063,35,6.819957
13667,35,8.994189
694,53,19.611589
235,18,15.206957
832,80,12.752421
765,14,13.520764
5925,10752,14.384114
11778,10752,7.729445
4485,53,2.211854
137,35,12.989627
33,37,10.942149
982,53,7.991677
8428,18,4.289341
212,80,13.99011
105,10751,25.778509
1633,35,6.584254
11202,10752,14.382289
1554,35,8.843551
149,16,10.888917
8009,14,16.870392
903,18,9.718713
11673,10749,5.0399
3034,878,9.339316
339,18,8.291886
10404,18,7.948888
914,35,9.241748
756,10402,8.03796
288,37,16.715935
910,53,6.987617
2640,18,13.311827
16633,10749,5.429213
665,36,14.319743
11031,10402,13.981499
11314,10402,8.802715
15143,10749,10.208658
89,28,14.788987
10322,18,12.320636
783,36,12.383755
10644,10749,6.815147
11257,10749,6.175166
14370,10749,11.959887
12104,10402,6.773407
625,36,11.460364
8816,35,4.195896
830,28,6.379966
2323,14,16.759454
983,18,6.189816
642,80,6.714577
655,18,11.635837
10341,28,2.14652
639,18,8.34322
30180,10402,3.465337
31388,35,7.378936
41801,10749,2.273475
66034,80,0.768894
348138,35,0.028988
96288,99,0.036471
61536,35,0.659056
18762,10749,2.199462
8077,27,17.126768
814,35,13.390802
41671,27,2.418256
27214,53,7.893775
52263,27,2.357522
33519,27,6.401828
16235,27,12.10181
11449,53,14.00318
41848,27,2.416489
25944,27,1.825571
24913,9648,10.301342
49126,53,5.862098
32076,53,3.321608
571,27,11.591462
8851,878,7.079055
37843,35,2.232045
32146,53,3.518972
30346,27,2.257383
6114,27,16.777675
229,878,7.000417
13549,27,2.877095
9529,53,12.721362
1598,53,10.302735
11349,53,7.583191
7340,53,9.277692
6217,53,6.126046
377,27,13.694713
653,27,7.435873
28198,27,0.952127
794,53,16.641277
31640,53,8.409956
8744,53,2.363293
25189,10749,4.803721
145,10749,8.558688
2212,53,6.122067
199,53,8.808497
7863,18,11.664053
12498,18,9.475693
9279,35,7.898202
53234,18,1.350133
17204,18,1.686358
21539,10751,4.182641
85589,53,0.472335
12709,10749,10.879283
20539,36,9.412825
11674,10751,11.470748
199512,18,0.521422
64900,9648,0.318366
1573,53,18.785984
152,9648,8.277765
174,53,5.90057
172,53,12.308007
154,53,7.160236
157,53,6.197298
168,12,12.596956
364,14,15.001681
11967,37,9.905174
9086,12,11.977636
621,10749,7.854899
9037,10749,14.202364
10173,53,5.845712
55687,53,0.782292
168535,18,0.757322
8845,53,9.918269
46681,37,0.83621
578,12,19.726114
579,53,11.21306
17692,27,16.603041
17795,18,3.863894
75,878,15.63424
13891,35,2.225234
9390,10749,11.807601
378,80,14.011415
10896,18,6.477975
2322,18,7.207325
41240,18,1.403309
26949,10749,2.369637
9819,18,5.307984
49799,18,0.016374
31908,18,15.50082
46027,80,1.626239
3179,35,8.855685
1802,53,3.095894
4232,9648,13.326443
9361,10752,15.228794
2928,14,9.473162
30285,35,8.399114
10549,18,9.994088
58102,36,0.332582
18451,10749,7.94599
27265,35,7.860965
49935,18,0.365078
8818,10402,6.709803
36758,10749,4.13905
36040,18,10.177086
74239,10402,0.330752
9415,80,8.428986
55146,10769,0.001202
303693,10770,0.064513
12145,10749,11.036729
42424,10749,1.034602
34314,80,5.304043
2892,18,0.775616
9404,53,9.206356
85242,53,0.005555
9622,35,12.16305
8860,53,10.519481
197537,878,0.935473
66597,10749,0.462729
14832,18,15.975485
9619,53,7.240753
40506,35,0.576741
31000,35,3.941294
4104,10749,10.597116
26306,10749,2.93818
203829,99,0.001688
43775,10769,0.496315
14908,10749,2.705804
784,35,13.947867
12489,35,10.575081
168283,99,0.001177
16448,35,8.130999
55936,10752,1.015881
17894,10749,7.566377
28059,18,8.67935
58911,10749,0.228157
17949,35,3.194883
1968,10749,6.285574
61563,10749,0.455272
66,53,7.66124
20735,10751,1.496999
11419,35,9.304901
25796,10749,1.954656
638,9648,8.449722
25624,36,2.899809
9366,53,12.201954
60083,35,0.15935
21915,35,2.543626
