movie_id,company_id,revenue,budget
29735,306,0,0
15771,10201,0,0
76804,33,0,0
43912,3470,0,0
82432,39224,0,0
3115,5897,0,0
6593,622,0,9500000
116698,1444,0,0
76403,2016,0,0
34093,875,0,0
167087,18605,0,0
54380,8491,0,6105121
15443,3080,48000,0
36815,74008,0,0
111017,10917,0,0
37598,10436,0,0
40957,5,0,0
33539,1353,6582052,13000000
41749,5328,0,0
88930,3468,0,0
31835,5,0,0
60966,441,0,0
85926,4146,0,0
1918,26629,0,0
20511,11628,299261,0
22377,2532,11000000,7000000
1093,661,263404,0
45212,5426,0,0
12622,6919,1960,0
18047,12551,0,0
15018,4470,0,0
438,44323,0,825000
24546,4326,0,15000000
57953,17027,0,0
42222,306,0,0
11297,4983,0,3000000
11196,2761,0,0
18770,8411,0,0
37988,6339,0,0
40916,8411,0,0
42837,43854,0,0
1589,8934,0,0
13374,19926,27645491,25000000
9688,1824,20085825,0
10040,4258,0,0
11638,10239,68915888,35000000
540,10039,0,3500000
45218,5995,0,0
21666,60,0,0
23916,14121,7185518,0
52277,15000,0,0
32208,90188,0,0
84298,28205,0,0
76499,28205,0,0
43865,28205,0,0
72847,6194,0,0
93313,14925,0,0
32078,306,0,0
26038,306,0,0
45694,1548,0,0
43029,8411,0,0
42622,4051,0,0
27495,47897,0,185000
19884,3687,0,0
47007,28555,0,0
37748,11502,0,0
24922,39985,0,0
39327,36577,0,0
86458,18946,0,0
22434,6194,7788597,0
12778,33,13145977,0
42106,32842,0,0
16198,11846,0,0
15283,10342,0,0
158,7594,0,0
5996,4,0,0
19665,11634,0,7800000
36006,4,0,0
16301,69844,0,0
14573,2931,0,6000000
18774,35265,0,0
44154,79431,0,0
28448,12422,257043,5800000
27030,18844,0,0
22595,4111,0,0
42994,27925,0,0
19545,8409,0,0
21131,3908,0,0
47237,28373,0,8000000
17113,37334,712294,1500000
187,53009,158733820,40000000
14177,8411,36351350,25000000
7364,19481,119269486,130000000
11431,73953,50451307,30000000
45824,64332,0,0
27271,49915,0,0
51945,7090,0,0
51104,11275,0,0
16551,306,21435321,28000000
26332,42161,0,0
42229,55330,110,0
45220,18214,0,0
52663,72518,0,0
49565,12113,0,0
2029,63893,0,0
44181,28305,527000,0
24619,10254,0,5000000
37214,8411,0,0
26774,21719,0,140000
85673,18884,0,0
62637,14284,0,0
94794,27901,1718328,0
50435,67618,0,0
42617,12610,0,0
13524,11276,0,0
19971,59645,0,0
47406,7508,0,0
49225,6312,0,0
42691,42669,0,0
3875,76,0,0
24182,4420,0,0
38770,14028,0,0
14689,219,34562222,15000000
69321,8411,0,0
26638,10932,0,0
37512,33352,0,0
9653,40690,0,0
42637,78646,0,0
19673,1829,0,0
14842,6951,0,10000000
27883,1432,0,0
41115,68053,0,0
32085,3166,0,60000
43824,8411,0,0
54156,8658,0,0
39225,3070,0,0
30204,14091,0,0
40633,8411,0,0
4595,60137,0,0
26182,8411,0,0
42260,11626,0,0
31442,81478,0,0
775,7159,0,5985
36971,67853,0,0
50183,5120,0,0
7342,2231,0,0
45267,9387,0,0
33641,5315,0,0
13618,3803,0,0
9636,10405,0,6800000
48580,11793,0,0
36843,10100,0,0
18871,10330,0,0
69069,34341,0,1380000
45713,21728,0,0
104193,9182,0,0
64167,20777,0,0
124083,7025,0,0
185987,45824,0,0
34595,2756,0,0
84084,306,2000000,2995000
84087,8411,0,0
7453,9195,104478416,50000000
15961,11672,0,0
6183,9195,0,0
8220,2354,0,0
35170,8039,0,0
20187,3736,14200000,0
38151,13870,0,0
20628,6194,0,0
43003,36547,0,0
16250,4056,0,0
10065,14718,108047131,19000000
30863,4660,0,0
49920,17172,0,0
22033,9266,0,500000
37992,33,0,0
32850,8411,0,0
68883,3054,0,0
43379,12663,0,0
9393,7930,3764219,4500000
16972,6194,9346177,9200000
21325,882,0,0
14287,4396,38585,0
24363,38771,0,0
35384,95187,0,0
8976,10157,42886719,30000000
29078,23359,0,0
13020,846,0,0
11679,497,71073932,60000000
1495,19483,211643158,130000000
10066,6194,68766121,40000000
1640,25434,98410061,6500000
67445,57337,0,0
11171,20993,1524966,0
14750,306,8692426,0
43260,441,0,0
53116,13785,0,0
24444,3214,0,0
83995,1319,0,0
42626,70430,0,0
43881,8411,5273000,1300000
46594,25065,0,0
43344,41954,0,0
26614,68167,0,0
133750,22449,0,0
16902,6194,0,0
41131,8411,0,0
31414,59873,0,1500000
40730,8411,0,0
15318,39804,0,0
13384,27016,0,0
48993,8411,0,0
9463,3466,0,0
13163,769,0,0
20625,4,0,0
1566,1626,0,0
21997,81876,0,0
30624,306,0,0
44658,92853,0,0
48130,11114,0,7500000
24078,2757,0,0
43271,67333,0,0
63066,93535,0,0
18050,306,0,3000000
155325,76499,0,0
31819,4114,0,0
14672,2948,0,0
11628,23153,0,0
10913,43271,0,0
10027,66740,50871113,45000000
43429,30290,0,0
19413,10000,0,0
11139,2514,0,0
10837,5391,0,0
32610,8411,0,0
1279,684,0,1000000
1895,1,850000000,113000000
9981,33,56070433,45000000
4379,12067,154749918,43000000
31200,14568,0,0
37215,4,0,0
56946,81974,0,0
11019,45787,0,0
28423,33,0,0
20271,12240,0,0
29872,6,0,0
85014,14104,0,0
34856,76811,0,0
27,163,1574623,1000000
16373,4,0,0
25649,12743,0,0
19398,53824,0,0
43506,8411,0,0
953,521,532680671,75000000
16605,8724,0,0
42268,14391,0,0
12700,10210,251495,30000000
9291,60378,190320568,82000000
34309,5441,11838218,25000000
921,9195,108539911,88000000
9779,10067,39053061,25000000
9787,559,13411957,25000000
16932,28401,0,0
23825,4275,0,0
787,10104,478207520,110000000
14199,10807,69425966,50000000
10226,6896,0,0
21295,4,0,27000000
56321,7005,0,0
47945,3268,0,0
13935,3559,0,0
20941,84498,837000,0
18289,622,0,5000000
43471,306,0,0
65579,14063,0,0
3011,5,0,0
11620,8411,30000000,8250000
43354,660,0,0
272,19231,374218673,150000000
15767,622,0,19500000
44524,18367,0,0
15648,33,0,0
29080,2370,0,0
10274,3958,0,0
25248,64570,0,0
11451,3929,66002004,50000000
25312,36765,0,0
11683,55519,46770602,15000000
9722,84893,131426169,85000000
2287,1053,0,0
43888,10974,0,0
2994,1497,0,400000
76094,4,0,0
1382,307,0,0
9534,93164,0,6000000
33908,5346,0,0
9976,60626,0,0
276,201,0,0
28000,8411,3360000,1920000
38731,306,24000000,2515000
25876,6,0,0
93775,893,0,0
38046,11776,0,2000000
2151,992,0,0
42491,2595,0,0
42488,6181,0,0
120747,6194,0,0
26323,6194,0,0
12574,33,0,0
115565,22958,0,0
22968,8411,0,0
31901,5,0,0
28455,9195,0,0
15938,6,0,0
2095,34207,0,0
18503,8875,0,0
22553,8411,0,0
26762,8411,0,0
34308,61312,0,12000000
43809,8411,0,0
11588,23628,0,8800000
74,56,591739379,132000000
16659,38670,0,0
39464,882,0,250000
28270,33,0,0
4889,1802,0,0
1667,66331,127392239,8000000
78293,25005,0,0
18257,16736,0,0
7233,73956,16809014,45000000
78344,24477,0,0
73376,21275,0,0
9009,49697,25473093,30000000
1553,729,0,0
9738,26149,330579719,100000000
14278,446,1750211,300000
55650,3221,0,0
125360,1596,0,0
9522,1565,285176741,40000000
14922,35,0,0
77593,9266,0,0
17599,12277,0,15000000
26654,6194,0,0
1826,15671,23727301,13000000
43100,22396,0,0
21886,8411,0,0
84079,10330,0,0
43367,13987,0,140
36401,18367,0,0
38516,473,0,0
14646,45970,0,0
10476,746,23563727,8000000
11309,21443,5728953,1500000
34012,33,0,0
21366,11447,0,0
31063,10462,0,0
1635,11084,162949164,126000000
13341,4,34252847,30000000
1696,45966,0,0
1665,13507,1928985,0
9775,22505,0,0
11459,56980,86369815,35000000
10048,19523,76932943,135000000
11648,46108,58405313,30000000
15258,3516,0,0
123049,57043,0,0
42719,19877,0,0
72899,14220,0,0
57866,4,0,0
10542,3052,0,0
12497,18395,0,0
5237,12745,0,8000000
37632,3383,0,0
16320,17032,38869464,39000000
193661,13442,0,0
12259,67524,0,0
308,22456,45742101,10000000
25074,3054,0,0
5319,1892,0,0
27449,6194,0,187000
85783,3754,0,0
39946,17339,0,0
54139,306,0,0
26579,23632,176153,74050
18882,19551,143000,7500000
42689,14093,0,0
6519,12202,110803676,50000000
13919,2840,0,0
25956,91181,0,0
11453,2608,22400154,22000000
9913,12271,91974818,43000000
8292,435,92374674,45000000
13922,12552,10166502,80000000
24461,14159,0,0
14166,8820,0,0
501,274,0,0
31542,20091,0,0
18165,63714,0,0
27292,3070,0,0
57103,306,0,0
41279,15263,0,0
32051,14148,0,0
37284,399,0,2000000
37254,23188,0,0
18976,36830,0,0
42741,8930,0,0
25975,87987,0,0
17824,559,331816,0
11328,12413,0,0
108348,6,0,0
15907,6194,0,12000000
68850,82035,0,0
46825,22849,0,0
22965,4395,0,0
11848,3626,0,0
34921,5500,0,0
25199,1969,27843,0
53857,8411,0,0
306323,71702,0,0
52660,7429,0,0
85420,76194,0,0
43313,8411,0,0
31977,34088,733094,0
6957,10105,109449237,26000000
79684,14197,0,4490331
16764,74798,0,0
11460,6363,57891803,26000000
33459,3347,0,0
14674,11982,0,0
14134,3653,0,0
19404,1569,100000000,13200000
94529,306,0,0
445,11389,36000000,0
74840,42542,0,0
9564,23493,1644060,0
102081,3066,0,0
20874,5120,0,0
37185,2521,0,0
17186,2636,3102550,0
14175,8992,19478106,35000000
4442,76043,105316267,88000000
59882,5,0,0
22741,14040,0,0
44413,67703,0,1400000
65513,20366,0,0
13169,26468,0,0
9042,26033,15007991,30000000
17926,995,1046166,9000000
15022,21026,0,0
1985,36615,82466670,25000000
9335,95342,85167639,32000000
9007,384,102854431,58000000
9777,11351,7535331,20000000
1830,21938,24127895,42000000
7182,7405,0,0
10092,33,10047674,1000000
340,54285,2697930,7000000
1546,12260,1919197,0
15155,19194,3020784,0
78734,13630,0,0
51277,4,0,0
61675,42263,0,0
65215,8789,0,0
17386,8411,13168027,0
16374,7429,0,0
10753,3055,0,0
27053,14550,0,0
30230,4,0,0
11636,14714,0,0
44407,25630,0,0
43529,441,0,0
22575,8411,0,0
61044,10453,0,0
1676,4,0,0
27645,4699,0,679000
34181,9079,0,0
26259,5798,0,0
77744,6,0,0
8814,19923,55987321,60000000
9923,56181,22944502,50000000
7553,2273,18637690,3000000
8202,11534,52304001,62000000
3118,1325,0,0
1947,20377,18618284,30000000
9074,12,12382362,0
16133,12387,0,0
10319,4606,0,0
28001,4,0,0
49220,6417,0,5600000
42168,1177,0,0
29656,75045,0,0
8643,3287,144216468,19000000
9315,9195,223387299,55000000
3933,57751,117195061,40000000
8923,3263,3154346,0
59,6363,60740827,32000000
257,6732,42093706,50000000
15487,2,15431177,25000000
398,54281,49084830,7000000
18651,6,0,0
30941,15176,0,3000000
10254,4207,0,0
647,10038,0,0
349,208,0,0
14544,43,0,0
11968,8411,44434439,50000000
14517,6254,866999,4000000
33623,28064,0,0
31227,89506,0,0
56518,12778,0,0
17209,53459,0,0
10087,15671,0,0
11627,12372,0,0
34870,119,0,0
533,521,192452832,30000000
10703,5637,0,0
5236,6194,15785148,15000000
11344,3616,0,0
9060,5346,0,0
31056,38,0,0
43807,6194,0,0
14788,8850,0,1600000
5471,25470,92076,0
46315,1931,0,0
36498,4,0,0
9763,17492,27610873,30000000
30082,54036,0,1500000
56475,80156,0,0
24019,7429,0,60000000
15058,4343,0,1000000
10017,59346,3500000,2700000
10475,10791,0,0
1559,1628,0,0
3527,36229,0,11000000
27974,6194,0,0
11931,1645,83073883,0
32990,66910,0,3500000
17010,3761,0,2
27759,10253,10000000,17000000
21838,16839,0,0
26513,40807,0,0
43110,8411,0,0
10707,63520,11098131,1500000
9910,10210,30526509,35000000
38583,3573,0,0
77468,17560,0,0
15493,5760,0,16398
53864,8411,0,0
142,10565,178043761,14000000
9621,20157,52034889,57000000
9701,8073,25224242,35000000
45899,79260,0,0
3291,51850,54600000,7000000
34662,6033,0,0
12920,13816,0,0
56798,29223,0,0
20853,4,0,0
16608,20456,5048693,2000000
24408,68807,0,0
791,498,46201432,18000000
33241,11489,0,0
2610,9195,11588205,10284523
21246,3940,0,0
9729,805,0,25000000
15276,51998,0,0
191599,54949,23578,0
8066,10104,8342132,50000000
1656,441,142400065,75000000
182097,76305,0,0
6963,11930,12482775,20000000
215,64651,152925093,4000000
2313,1047,0,0
45967,882,0,0
37124,306,0,0
31718,4,0,0
226594,3221,0,0
10915,3602,0,0
5335,45347,0,0
9993,94304,0,0
8274,134,0,10000000
25918,37668,0,600
29111,9384,0,0
20128,3723,0,8000000
26845,8411,0,0
18994,8411,0,95
12617,10330,0,0
10799,19940,11875866,24000000
42000,6768,0,0
36102,8894,0,0
14897,11672,0,0
1951,55428,674918,14200000
68013,306,0,0
23196,4199,0,4000000
25763,306,8720000,17000000
259,53,0,0
34207,5435,0,0
32117,46391,0,0
19354,52458,0,0
28170,17071,0,63500
10851,6896,0,0
16231,74487,0,0
81220,3135,0,500000
25,19934,96889998,72000000
105299,64574,0,500000
9982,10217,314432665,150000000
13994,60,2945242,0
12877,12180,0,0
11661,17873,17709155,22000000
5620,12732,0,0
23220,4202,0,0
43440,8411,0,0
39261,4630,0,0
54801,13718,0,0
28667,1314,0,0
38761,15185,0,0
7974,2305,0,474700
60409,42263,0,0
10060,54336,46442528,40000000
10033,94719,50817508,0
231,20666,94000000,50000000
59388,2303,0,0
41764,3221,0,0
8999,23635,57479076,22000000
8555,2511,0,0
4348,10163,121147947,28000000
47540,73336,0,2500000
10064,73685,0,0
125300,15042,0,0
9885,6017,27762648,1000000
9392,45785,0,0
47473,6181,0,0
14837,306,0,0
674,7364,895921036,150000000
24625,3268,0,0
69,6402,186438883,28000000
1833,497,31670620,40000000
44163,4641,0,0
46591,12238,0,0
6795,14718,64321501,65000000
11421,93383,0,0
7301,2224,0,0
108843,8411,0,0
16156,21280,0,0
9005,10146,0,0
13499,75616,72028752,45000000
7548,2268,0,0
7010,2164,0,10000000
6529,6194,0,0
20345,40349,0,500000
15184,2081,0,0
86666,955,0,0
3124,1314,0,0
44710,6586,0,0
2153,8263,0,0
42489,16979,0,0
116,7,85306374,15000000
35124,73800,0,0
43176,8411,0,0
5741,24108,0,60000
20416,15058,0,0
41189,63566,0,0
84090,8411,0,0
253250,8411,0,0
67,7307,3357075,0
411,10221,748806957,180000000
254,69,550000000,207000000
1904,780,162242962,85000000
9043,711,0,0
21454,306,0,0
42687,8411,0,0
27031,75232,0,0
55396,12986,0,0
917,600,0,0
43322,1829,0,0
43118,26497,0,0
19058,938,163169,15000000
36826,43944,0,0
42234,8498,0,0
9515,14,17297244,10000000
16151,18722,0,0
29595,4971,0,0
9721,2100,0,13000000
20858,11670,0,18000000
35896,6194,0,0
80316,441,0,0
92272,13219,0,0
84847,95146,0,0
43812,6194,0,0
23606,78667,0,0
2777,1215,0,0
25651,6851,0,0
25650,2931,0,0
8290,1398,0,0
17382,6194,0,0
8053,6896,12036149,15000000
20003,306,0,0
43350,8411,0,0
11466,21830,0,0
21040,74636,0,0
13653,2794,0,0
36775,13993,0,0
56373,2013,0,0
612,17032,130358911,70000000
9899,145,38058335,45000000
546,308,13350369,1000000
2800,6194,88933562,70000000
9641,87840,129181830,60000000
7552,76714,202026112,100000000
9927,43,40442437,0
9681,75016,37691644,0
18840,20740,0,0
18189,84422,0,0
4495,12009,0,0
18614,3514,0,0
10597,2651,0,0
88953,1931,0,0
13925,3,0,0
9687,491,18564702,169000
33081,2343,0,0
20546,5171,0,0
20530,5070,0,0
9568,21084,0,2500000
43899,8411,0,0
66192,34593,0,0
11400,22255,30536013,30000000
37910,3756,0,0
13669,6194,0,0
60566,6,0,0
30095,2650,0,0
16665,5586,0,0
63395,2650,0,0
43355,6194,0,0
14241,4864,0,0
79406,75232,0,0
92285,4952,0,0
42269,93145,0,0
55544,12372,0,0
4550,1692,23803308,0
36380,72110,0,0
30669,37844,0,0
78315,8411,0,0
44345,11377,0,0
46041,20826,0,0
21735,13877,0,0
6934,75880,0,0
174865,8411,0,4000000
34081,5407,0,0
10045,6896,9584131,12000000
168705,15127,2405420,25000000
1690,17793,80578934,4800000
9900,2608,6538177,0
9044,19952,28000000,31000000
9918,2,42647449,0
17379,4,38399961,45000000
10982,49126,51053787,15000000
834,3287,111340801,50000000
25890,34842,0,0
39345,11098,0,0
44940,364,0,0
26782,4581,0,0
37865,35920,0,0
27742,7549,0,0
72856,8411,0,0
4772,1754,0,0
14226,93119,3752325,7500000
2455,875,0,0
12701,6194,358574,28000000
21519,6379,0,0
27622,8411,0,0
16553,11733,1117920,0
25652,84838,0,0
45802,19161,0,0
12517,8471,0,0
65891,9266,0,0
24580,1314,0,0
11246,15344,0,3000000
49683,27756,0,4500000
52728,881,0,0
23957,41,0,0
49653,7157,0,0
27344,77890,0,0
7295,3287,0,0
78237,94766,0,0
29952,74895,0,0
28638,9222,0,0
14942,16642,0,0
7509,2149,10422387,0
24269,21508,0,8000000
2117,50286,0,0
47250,8411,0,0
36768,59996,0,0
29040,6339,0,0
9912,12330,0,25000000
24163,43934,0,0
1969,11473,10496317,35000000
31858,5238,0,0
8435,89041,0,0
34187,441,0,0
12116,223,0,0
11183,6442,0,0
13275,9195,17496992,26000000
11565,79036,138259062,40000000
11283,76721,122489822,25000000
97936,14380,0,0
17,2452,0,0
27568,9266,0,0
27629,4,0,0
45726,8411,0,0
33117,6194,0,0
108994,8411,0,0
54227,3166,0,0
25167,75857,0,0
61105,60,0,0
31894,23808,0,0
9286,48788,117719158,25000000
86168,87476,0,0
15363,37,11400000,0
30712,40759,0,0
31416,8411,0,0
292,2448,11718595,3000000
37631,8411,0,0
196918,11745,0,0
1544,52729,2455831,0
1651,34403,0,0
33095,23084,0,0
33799,3823,0,0
42328,306,0,0
31432,16101,0,0
61559,64621,0,0
20981,17827,0,50000
12096,8411,0,0
33061,13085,5450815,1100000
5145,10394,0,0
9975,5556,69834815,50000000
9754,10991,82800000,45000000
36495,4,0,0
29269,13229,0,0
10053,3287,66966987,15000000
10263,2778,206871,4750000
7515,68096,0,0
9959,497,14655628,37665000
14256,11027,113783,3500000
9036,20669,120455994,40000000
10073,10104,48548426,20000000
7304,18621,9500000,17000000
16781,35,57231524,6000000
9920,8003,31070211,30000000
10025,10104,38159905,28000000
9682,7405,29907685,38000000
17700,6194,0,0
2207,10886,65664721,55000000
44435,36546,0,0
18747,5633,0,0
9756,3631,0,0
6877,84423,128406887,50000000
14609,13252,6700000,0
950,11749,660940780,80000000
10912,51277,0,0
9968,31599,0,18000000
4173,1552,0,0
43386,893,0,0
10116,20192,0,0
113479,44714,0,0
18493,49626,0,0
16791,39060,0,0
7483,2250,0,0
20442,31892,0,0
15590,13923,0,0
1967,19501,0,0
752,23889,132511035,54000000
9655,126,33889159,20000000
9388,3567,24793509,6500000
9950,95296,2636637,13000000
388,4319,184376254,45000000
868,566,9879971,3000000
14191,7747,23006849,12000000
25874,6131,0,0
18009,6562,2260622,2000000
19286,4063,0,0
19287,3879,0,0
18011,4063,0,0
114875,6194,0,0
49781,93867,0,0
9648,90124,0,0
1379,706,1615018,1380000
62719,5975,0,0
9792,1600,69623713,15000000
10067,12626,61112916,50000000
55676,7281,0,0
11573,14829,0,0
46828,6408,2438031,25000000
582,7333,70000000,2000000
52885,8100,0,0
42120,4997,0,0
88811,29842,0,0
669,397,0,53000
49361,1702,0,0
37939,955,0,0
32052,12859,0,1500000
34732,219,0,0
12763,54512,34742066,30000000
56935,37018,0,0
42112,51134,0,0
48764,79180,0,0
1561,14680,0,0
31289,9364,0,0
186,21962,56308881,27000000
8410,2416,0,0
51311,11063,0,0
21843,4017,0,0
219,49,85582407,12899867
13751,5227,18948425,8000000
52345,18514,0,0
53961,44743,0,0
10292,93228,0,3500000
15639,18575,0,0
10069,4022,27105095,9000000
43887,6,0,0
3093,19116,38629478,70000000
9270,6971,3919254,475000
10177,47813,0,500000
12591,12007,0,0
18045,64574,0,500000
16070,8858,302179,0
11348,50092,0,0
13960,6194,21170563,20000000
41263,24360,0,0
9035,33,0,15500000
9957,2608,0,0
9389,18367,1831348,18000000
460,1972,0,0
28752,1314,0,0
19059,2032,0,0
8998,34,13368437,6500000
44947,22722,0,21000000
13468,14731,0,0
20521,3803,0,0
79363,14119,0,0
34193,11503,0,0
4441,37811,2077763,0
84954,78154,0,0
11490,28767,5507396,0
11304,6384,0,0
55368,38298,0,0
18276,10221,0,0
26514,1949,0,0
4257,7405,178262620,45000000
2652,12355,7022209,950000
19592,3642,0,1500000
17111,4007,0,0
9526,11488,0,10000000
19126,2448,0,0
80556,64323,0,0
27201,8411,15500000,0
5820,33433,77920346,60000000
19661,33,0,0
9904,58325,37384046,80000000
50724,16834,0,0
588,55914,97607453,50000000
17247,6505,253527,1601792
9310,1473,7314027,17000000
18858,25980,0,0
35545,8411,2227000,558000
1557,161,0,0
17131,4,0,0
8982,8211,27165581,6000000
956,22102,397850012,150000000
36253,82757,0,0
31506,12372,0,0
42512,12372,0,0
1416,12743,0,0
9530,93603,87528173,50000000
9829,10163,76286096,15000000
10115,62367,0,0
560,323,0,0
41292,94951,0,0
14384,3057,0,0
28432,9329,0,0
10008,22705,0,0
7870,2297,852872,8000000
34019,9177,0,0
7518,521,343397247,80000000
9786,58,0,0
503,19943,181674817,160000000
591,19927,767820459,125000000
36668,79030,459359555,210000000
9767,2796,204999686,52000000
13689,6292,0,0
18164,3459,95687,400000
15013,7646,0,0
920,3,461983149,120000000
18484,5278,634074,0
9700,35,4386236,9600000
14167,65656,12762,1700000
12261,134,0,9000000
59892,26812,0,0
15264,6,0,0
20330,3754,0,0
44126,4110,0,0
55418,67481,0,0
12766,30724,0,0
15402,7429,1410778,0
80919,3459,0,0
15366,6735,0,0
53905,1093,0,2500000
38344,19191,0,0
806,519,119188334,25000000
9353,2777,80197993,32000000
2044,6194,114830111,40000000
9339,2608,237681299,82500000
20945,6,0,0
122271,47843,0,0
50254,35673,0,0
28249,31789,0,0
350,711,326551094,35000000
58,19936,1065659812,200000000
1819,59957,130431368,54000000
2295,16934,26888376,5000000
9697,12236,42285169,75000000
4474,89632,60896147,0
43240,10330,0,0
30022,33,0,0
28673,4858,0,0
20556,3797,0,0
4962,1244,0,0
10007,10339,0,8000000
1887,20638,60474340,40000000
1841,8411,0,0
71762,10845,0,0
13508,8746,1678874,1000000
1611,1107,0,0
48693,21466,0,0
1781,6735,46243000,1000000
43155,8411,0,0
16270,477,0,0
8997,27105,0,0
51571,6,0,0
16074,76795,0,1200000
10947,3213,0,4200000
34787,5487,0,0
17628,3351,0,0
8443,39331,0,0
18553,15601,0,0
17021,328,0,0
53231,29729,0,0
22747,74174,0,0
27320,14280,0,0
17741,35317,0,0
25563,6194,0,0
146322,4952,0,0
43147,6194,0,0
7549,14714,6971266,0
151590,8411,0,0
41796,12800,0,1000000
9615,33,158468292,85000000
9513,1302,141702264,0
20604,3414,0,0
410,1972,0,0
25509,8411,0,0
31998,8411,0,0
9917,4381,21353303,0
10770,3920,0,0
8008,31217,0,0
60269,75466,0,0
1452,9168,391081192,270000000
43654,27904,694438,0
7872,2310,0,0
57406,28566,0,0
18191,3521,0,10000000
14474,37726,0,5000000
773,12808,100523181,8000000
16429,36615,0,0
126090,26106,0,0
36576,6407,4491986,11000000
33005,7405,0,0
10308,45842,0,0
34380,5449,0,0
21631,659,0,0
35955,6,0,0
41214,3248,0,900000
1164,11258,135330182,25000000
71282,8411,0,0
72881,80237,0,4000000
9520,42004,0,0
42839,306,0,0
31915,4,54000000,12000000
43838,306,0,0
11554,94941,0,0
25305,6194,0,0
15383,10932,741766,0
9072,1608,101595121,64000000
43903,6194,0,0
43600,8411,0,923
73907,1130,0,0
27716,16311,0,0
54111,26669,0,0
9727,78970,0,5000000
14120,2868,0,0
76344,13220,0,0
42636,14091,0,0
9297,11395,140175006,75000000
26826,4595,0,0
5070,1853,0,0
43778,5175,0,0
326,12,62022014,33000000
512,291,31584901,4000000
9718,10105,162966177,72500000
1593,2575,574480841,110000000
1852,20396,162945894,63000000
1262,1973,53653224,30000000
43610,8411,9132000,2160000
126781,5,0,0
47758,33,0,0
13338,654,0,0
82,52846,163794509,135000000
9921,23186,0,0
36342,6194,0,0
51043,1382,0,0
24164,26805,0,0
1986,837,0,0
31152,6,0,0
1402,12485,307077295,55000000
2805,1241,0,0
9293,7742,41009669,18000000
9906,89136,55181129,50000000
43597,6194,0,0
31032,13407,0,0
51857,12009,0,0
145899,12986,0,0
1948,11152,42931041,12000000
148,78,0,5000000
9951,95799,0,0
77221,72917,5446000,40000000
77250,28205,0,2000000
52452,6546,0,4300000
5289,26147,10289,20000000
9782,1615,0,0
9907,24955,72779000,51000000
42501,12111,0,0
27203,6,0,0
63618,306,0,0
35921,13630,0,0
15696,14029,0,0
19017,12611,0,0
42756,5,0,0
37929,5669,0,0
9762,74192,114194847,12000000
14113,497,12506188,35000000
15049,88298,12671300,8000000
86604,6,0,0
21712,11671,0,0
15414,35002,0,0
7859,2294,4911725,700000
16998,23677,0,0
25645,4408,0,0
58311,12669,0,0
39776,13660,0,0
11559,11561,566611,12000000
31513,8411,0,0
10348,2734,0,0
26718,6194,0,0
1023,1789,0,3700000
59964,8411,1606624,662141
71436,19599,0,0
2168,28640,0,850000
10118,11201,11449638,0
9788,159,38505009,23000000
14174,13439,0,2200000
11689,11754,0,0
14893,48819,0,0
33813,6,0,0
1540,726,0,0
26502,2532,0,0
1491,52740,86915017,40000000
34233,6194,0,0
33792,11770,0,0
51601,6194,0,0
1165,16804,123384128,15000000
7291,10891,0,0
9988,2773,19179969,17500000
24115,12,13022756,0
11652,2,57806952,0
13816,7429,0,0
34006,6194,0,0
22238,79929,0,0
4913,26469,0,200000
63848,16773,0,0
43006,82939,0,0
19072,83409,0,0
44892,2159,0,0
15265,15398,0,0
25599,8411,0,0
11227,6896,0,15000000
29589,6730,0,0
33810,2159,0,0
43841,2159,0,0
14597,2935,0,0
9708,20453,38755073,40000000
14351,2896,7000000,5800000
9813,769,381420,900000
39382,10510,0,0
271,12984,0,0
35327,6181,5839164,0
49940,7937,0,0
22471,4524,0,0
1116,19933,22889018,6500000
29966,6,88,0
43231,19753,0,0
61564,306,0,0
50070,4,0,0
37628,37673,0,0
55343,77733,0,0
5072,8874,0,0
2566,147,0,0
1249,10146,16803753,0
9954,127,37597471,20000000
43829,306,0,1600000
171771,20823,0,0
7511,54502,0,20000000
32687,1059,0,0
14057,3935,0,9000000
13075,4732,622806,2000000
7512,20992,495303,30000000
1963,822,0,10
58905,4,0,0
10846,370,0,35000000
32969,306,0,1800000
1381,10104,15304890,35000000
15097,16804,0,0
34068,22684,0,0
43837,4,0,0
15374,52263,0,0
15242,3070,0,0
300,11912,9524340,6000000
31148,6194,0,0
16411,51470,7096000,1549000
44046,39956,0,4000000
52859,10096,0,0
76117,893,0,0
9676,22443,49111202,50000000
6948,24161,0,0
15213,4279,16627188,0
9766,5,41480851,30000000
32761,224,0,0
12249,2675,0,0
34127,28205,0,0
390,36229,0,0
1595,26469,0,0
1622,744,793604,0
15742,16017,0,0
43410,3118,0,0
5721,54600,6000000,76000
41758,54278,0,0
51079,51816,0,0
43122,659,0,0
1579,9195,120175290,40000000
65488,8411,0,5000000
9664,6362,17800000,60000000
12094,4,72778712,11000000
1717,23238,9450897,55000000
15624,60473,973525,450000
15997,4285,0,0
2753,1567,203781,0
496,20567,261572744,18000000
1417,11628,83258226,19000000
24751,6,0,0
4643,15763,55011732,70000000
7484,2251,197309027,85000000
9842,7405,17807569,20000000
111642,14701,0,0
27275,74029,0,0
1422,45778,289847354,90000000
10781,56620,0,16000000
9794,1632,38368909,12000000
9978,22514,23937870,40000000
30025,3248,0,0
14812,2966,0,0
164687,5488,0,0
8332,2438,0,1900000
3593,4,0,0
7510,559,6754898,12000000
