movie_id,company_id,revenue,budget
49471,4319,5731103,2400000
38153,1504,2154540,45000000
25147,3324,405000,7000000
9716,14,0,20000000
43777,40945,0,0
454,306,147298761,14500000
10218,8824,4505922,200000
819,11407,165615285,44000000
38191,6194,0,0
56830,13534,0,0
11238,3475,0,0
27256,17339,0,0
31530,6,0,0
66473,6,0,0
28120,6,0,0
1834,6,0,0
26282,6,0,0
252,3434,4000000,3000000
116356,55239,0,0
16372,3185,0,0
11561,13954,18344729,2000000
11302,13309,11833696,2000000
623,11352,62493712,7500000
583,58752,20045115,4000000
12614,8846,28215453,0
21711,8776,0,0
11575,6194,25333333,12000000
475,4051,50700000,2500000
11331,18875,0,0
521,6194,3000000,1400000
88,12360,213954274,6000000
500,26198,14661007,1200000
792,469,138530565,6000000
8491,1648,30218387,6500000
402,14723,352927224,49000000
10537,78806,34416893,38000000
11386,12745,62548947,3705538
9504,67781,10725228,12500000
15764,1155,30036000,12000000
601,56,792965326,10500000
67365,38857,0,0
25842,8411,0,0
2119,10288,157920733,60000000
744,4,356830601,15000000
136311,54301,1910,0
221,6194,0,1500000
702,6194,8000000,1800000
25750,7405,0,0
17642,3358,0,0
427043,224,0,0
9305,26009,0,0
37616,65387,0,0
11112,10201,0,0
21612,3989,1227324,12500000
102461,874,0,0
36998,23210,0,0
200383,6194,0,0
116844,38692,0,0
1630,34,20300385,36000000
26626,39527,0,0
11816,33,19255967,0
11843,15980,41833347,5000000
10379,1382,13878334,6788000
2756,1280,90000098,70000000
790,498,21378361,1000000
1103,664,50244700,6000000
11298,10312,17985893,1000000
4480,20091,0,4940939
4481,20091,0,0
49688,79621,0,0
10765,6194,0,0
762,465,5028948,400000
44497,56303,127251,0
278621,44467,0,0
55049,18367,0,500000
79306,17183,2035470,0
10548,8739,2666118,0
531,297,0,0
104931,33266,0,0
4483,36079,0,0
18919,23484,0,0
31556,5229,0,0
26167,13479,0,0
26174,13479,0,0
61461,22965,0,0
127973,4,0,0
659,59352,0,0
30892,3862,0,0
86369,23932,0,0
8074,14680,0,0
38554,11661,0,0
49763,10210,1100000,7000000
11216,10209,11990401,0
7452,2241,0,0
892,25024,1794187,4000000
1600,63751,1999955,0
26561,12918,13200170,0
975,611,0,935000
18129,5231,13446769,0
54405,14,0,0
150823,40644,0,0
409,12204,231976425,27000000
38251,17087,4532791,0
10161,40605,14743391,645180
1412,1419,0,1200000
41768,36289,0,0
10409,62139,33946224,3000000
14285,49628,0,0
2469,49,0,0
10174,2188,29,4
510,6194,108981275,3000000
11455,4,41590893,0
1891,306,538400000,18000000
2493,49244,30857814,16000000
85,4,389925971,18000000
68,10214,0,15000000
679,19747,183316455,18500000
429,42498,6000000,1200000
13446,10932,0,0
389,10212,1000000,350000
947,11356,69995385,15000000
185,6194,26589000,2200000
595,33,13129846,2000000
28,26663,89460381,31500000
335,11386,5321508,5000000
1892,306,572700000,32350000
144,7025,3200000,2500000
1092,10932,596349,0
769,8880,46836394,25000000
348,19747,104931801,11000000
766,10308,0,11000000
175,9,0,0
11645,8886,4069653,11500000
10835,6213,0,0
539,10717,32000000,806948
525,33,115229890,27000000
240,536,47542841,13000000
600,50819,46357676,17000000
530,297,0,0
10705,3102,0,9000000
279,6194,51973029,18000000
3109,1432,0,0
311,7965,0,30000000
1578,60,23000000,18000000
703,60,38251425,4000000
9549,7965,21500000,27000000
1398,5120,0,0
387,11344,85000000,14000000
9277,33,159616327,5500000
343,4,0,1200000
37291,37909,0,700000
490,10932,0,0
11235,7049,0,0
218,7745,78371200,6400000
763,466,242623,3000000
9665,27349,26828365,18000000
18971,10492,0,0
696,13309,39946780,0
379,11273,5080409,14000000
207,10282,235860116,16400000
37247,8793,104945305,3000000
1480,10330,2247465,829000
9322,6643,5000000,0
826,11356,27200000,3000000
422,10882,0,0
829,10208,30000000,6000000
828,306,0,1200000
3090,6194,4307000,3800000
9964,294,0,25710
3063,4,0,0
13667,11043,10297601,0
694,11272,44017374,19000000
235,90897,52287414,8000000
832,43854,0,0
765,47380,5923044,3600000
5925,219,11744471,4000000
11778,538,50000000,15000000
4485,11359,0,0
137,5,70906973,14600000
33,6194,159157447,14000000
982,623,96105910,80000000
8428,2488,11541758,0
212,6194,0,1120175
105,20448,381109762,19000000
1633,33,119418501,11000000
11202,306,89800000,12000000
1554,42043,0,0
149,10921,553171,8000000
8009,6179,5900000,16000000
903,11496,16217773,3000000
11673,1524,0,0
3034,1298,86273333,2800000
339,187,2015810,3500000
10404,21331,0,0
914,71975,11000000,2000000
756,2,83320000,2280000
288,893,8000000,730000
910,6194,0,0
2640,10170,1108462,0
16633,2070,0,5100000
665,8411,146900000,15000000
11031,3566,4736202,2500000
11314,16645,1723872,0
15143,477,18553948,0
89,4,474171806,48000000
10322,1176,30177511,0
783,504,77737889,22000000
10644,5237,10006806,17000000
11257,11494,20966644,3000000
14370,3088,13000000,0
12104,8834,22244207,12000000
625,7049,34700291,14400000
8816,7931,0,0
830,8411,3250000,1900000
2323,13,84431625,0
983,625,0,0
642,382,102308889,6000000
655,36229,2181987,1746964
10341,36229,0,23000000
639,365,92823546,16000000
30180,5025,0,0
31388,35535,0,0
41801,60710,0,0
66034,5330,0,0
348138,1002,0,0
61536,2150,0,0
18762,3525,0,0
8077,19747,159773545,50000000
814,607,31973249,10000000
41671,84937,0,0
27214,484,6333135,0
52263,28277,0,0
33519,36394,0,1500000
16235,75480,12534817,0
11449,9266,86432000,0
41848,17799,0,0
25944,10001,0,0
24913,77507,0,5000000
49126,18038,0,0
32076,14150,18753438,0
571,10715,11403529,2500000
8851,2548,0,240000
37843,78004,0,2000000
32146,4847,0,0
30346,6,0,0
6114,2019,215862692,40000000
229,33,0,393750
13549,9228,0,0
9529,1382,25792310,6000000
1598,11391,182300000,35000000
11349,11390,0,0
7340,60,33800000,1800000
6217,4361,0,0
377,1531,25504513,1800000
653,1960,0,0
28198,49589,0,0
794,2767,60922980,2800000
31640,20928,0,26000000
8744,2533,0,6000000
25189,11317,0,42000000
145,125,3803298,0
2212,1011,1179002,0
199,76068,150000000,46000000
7863,41999,0,0
12498,14,24444121,1000000
9279,436,129832389,60000000
21539,9195,48093211,40000000
85589,12984,0,2535000
12709,7286,2503829,3000000
20539,306,0,25000000
11674,2173,320689294,54000000
64900,27119,0,0
1573,1885,240031094,70000000
152,4,139000000,35000000
174,4,96900000,27000000
172,4,70200000,30000000
154,4,96800000,12000000
157,4,87000000,18000000
168,4,133000000,24000000
364,6194,280000000,80000000
11967,10210,44726644,13000000
9086,10210,0,20000000
621,3978,181813770,6000000
9037,4,15171476,13200000
10173,23308,46044400,12000000
55687,7954,0,0
168535,53009,0,0
8845,6194,156563139,35000000
46681,12186,0,0
578,1865,470654000,7000000
579,33,187884007,20000000
17692,79415,87987055,20500000
17795,16774,0,0
75,8601,101371017,70000000
13891,2833,153155,3000000
9390,559,273552592,50000000
378,11273,29180280,6000000
10896,10531,0,0
2322,33,105232691,0
26949,15846,0,0
9819,11391,12803305,23000000
49799,17725,0,0
31908,97,0,0
46027,10355,0,0
3179,746,0,12000000
